gw_latitude,gw_longitude,gw_altitude,gw_ID,gw_EUI
44.467081879323,25.9852838673121,8675.62352774572,mylps8              ,A840411D20904150
44.4402608220471,26.0449988270513,-947.937359459698,eui-a840411ebd784150,A840411EBD784150
44.4400352453718,26.054612112629,200.755460479297,eui-a840411ebd784170,A840411EB1CC4150
44.4428869828474,26.0541693609235,47.5769455200061,myht-m01s           ,C44F33FFFF75D3E9
44.4349310865848,26.0474897571205,79.9065778944641,ttnd35              ,                
